gender,race_ethnicity,parental_level_of_education,test_preparation_course,math_score,reading_score,writing_score
male,group C,some high school,none,56,24,29
male,group C,some college,completed,40,46,12
male,group D,high school,none,71,38,72
male,group B,some high school,completed,74,96,90
male,group B,high school,none,46,43,72
female,group D,bachelor's degree,completed,74,61,45
female,group A,master's degree,none,14,23,93
male,group D,high school,completed,66,72,17
female,group C,bachelor's degree,completed,30,97,54
male,group A,master's degree,none,81,75,53
female,group D,some college,completed,12,80,20
female,group D,some college,none,18,85,14
female,group A,bachelor's degree,completed,28,25,45
female,group A,high school,none,24,49,90
female,group D,associate's degree,none,95,92,72
female,group C,bachelor's degree,completed,40,30,74
male,group B,high school,completed,17,43,65
female,group D,master's degree,completed,58,90,49
male,group C,some high school,none,46,17,81
male,group B,some high school,none,39,98,13
male,group B,associate's degree,completed,32,94,46
female,group A,high school,none,34,85,38
female,group D,associate's degree,none,35,65,75
male,group A,high school,completed,46,96,29
male,group B,bachelor's degree,completed,37,45,18
female,group A,some high school,none,94,56,60
female,group C,high school,completed,39,28,57
female,group B,master's degree,completed,68,25,94
female,group B,some high school,none,35,40,33
female,group B,bachelor's degree,none,77,99,53
female,group C,high school,none,41,47,25
male,group D,high school,none,71,36,70
male,group A,some high school,completed,32,47,17
female,group C,bachelor's degree,none,44,40,96
female,group B,some high school,none,87,24,99
female,group C,some high school,none,84,58,14
female,group A,some high school,none,59,18,45
female,group C,high school,none,56,24,48
female,group B,some college,completed,86,50,41
male,group B,some college,none,19,31,86
female,group B,master's degree,none,87,60,26
male,group C,associate's degree,completed,45,73,76
female,group C,some high school,completed,24,62,35
female,group D,some college,completed,52,78,78
female,group D,bachelor's degree,completed,22,45,39
male,group D,master's degree,completed,13,45,77
male,group D,associate's degree,none,58,14,80
female,group B,bachelor's degree,completed,21,65,21
male,group A,associate's degree,none,99,31,47
female,group D,master's degree,none,40,16,25
female,group A,bachelor's degree,completed,38,93,33
female,group A,some college,none,46,56,92
male,group B,high school,completed,29,96,54
female,group D,high school,completed,68,64,73
female,group C,associate's degree,none,21,92,21
male,group C,master's degree,none,87,66,77
male,group B,master's degree,none,98,24,89
female,group B,some high school,completed,79,63,91
female,group B,bachelor's degree,completed,11,42,13
male,group C,some college,none,75,92,58
female,group B,associate's degree,none,69,79,76
male,group D,master's degree,none,53,68,20
female,group D,bachelor's degree,none,95,40,24
male,group D,bachelor's degree,none,88,46,57
female,group C,associate's degree,completed,33,81,55
female,group D,high school,none,29,53,40
male,group C,associate's degree,completed,71,33,76
male,group A,some college,none,92,11,45
male,group A,some college,completed,56,73,60
female,group B,some high school,completed,16,89,29
female,group A,some college,completed,83,28,19
male,group D,master's degree,none,85,11,83
male,group B,master's degree,none,61,12,37
male,group A,master's degree,none,65,30,30
male,group A,some high school,completed,76,69,14
male,group D,some college,completed,98,22,12
male,group C,master's degree,none,82,98,26
female,group B,bachelor's degree,none,77,62,13
male,group A,master's degree,completed,96,15,62
male,group A,high school,none,84,20,70
female,group D,master's degree,completed,100,16,39
male,group C,associate's degree,completed,28,88,49
male,group B,high school,completed,98,10,33
female,group C,master's degree,none,39,57,92
female,group D,some high school,none,58,81,21
female,group D,bachelor's degree,none,65,34,11
male,group A,bachelor's degree,completed,77,14,100
male,group D,bachelor's degree,none,25,35,33
male,group C,associate's degree,none,30,77,28
male,group D,bachelor's degree,completed,48,29,36
male,group B,some high school,none,81,80,10
male,group B,associate's degree,completed,40,83,68
female,group B,associate's degree,completed,43,97,90
female,group B,associate's degree,completed,70,86,31
male,group C,bachelor's degree,none,69,56,20
male,group A,associate's degree,none,65,58,46
female,group D,some high school,none,46,37,43
male,group B,master's degree,completed,36,71,46
female,group C,some high school,none,99,88,82
male,group A,high school,none,78,73,20
female,group A,high school,none,11,46,76
female,group D,master's degree,none,61,80,21
male,group C,bachelor's degree,completed,30,87,36
female,group C,associate's degree,completed,15,95,27
female,group D,some college,none,74,22,53
female,group B,some college,none,46,46,67
male,group B,some high school,completed,47,46,59
male,group B,master's degree,completed,73,71,27
female,group D,some college,none,18,65,51
female,group C,some high school,completed,59,90,58
female,group C,some college,none,15,18,10
male,group C,associate's degree,none,51,18,56
female,group C,high school,none,74,51,27
female,group D,some college,completed,47,70,48
male,group C,associate's degree,none,39,11,16
male,group D,master's degree,none,20,54,85
female,group B,associate's degree,none,68,50,21
female,group B,high school,none,99,33,22
female,group A,master's degree,none,77,57,42
male,group D,high school,none,19,56,53
male,group C,some high school,none,49,85,81
male,group D,master's degree,none,86,52,52
male,group D,some college,completed,93,13,65
male,group D,associate's degree,none,61,79,79
male,group A,bachelor's degree,completed,16,51,93
female,group A,high school,completed,93,95,59
female,group B,master's degree,none,85,88,80
male,group A,high school,completed,73,83,98
female,group D,high school,none,20,57,63
female,group C,some college,completed,95,99,17
female,group D,associate's degree,none,59,20,83
male,group A,some high school,none,73,86,61
female,group A,some high school,none,96,65,88
female,group D,some high school,none,43,13,60
female,group C,high school,none,78,51,30
female,group B,bachelor's degree,completed,90,59,83
female,group C,some high school,none,26,70,89
male,group A,some high school,completed,69,25,31
male,group B,some high school,completed,67,89,52
male,group D,master's degree,completed,80,17,50
male,group A,high school,completed,51,73,95
male,group A,some high school,none,51,54,36
male,group B,some college,none,37,56,81
male,group D,associate's degree,none,32,34,64
male,group C,master's degree,completed,12,93,64
male,group A,some high school,completed,58,75,57
female,group C,some high school,none,88,90,11
female,group A,high school,completed,42,33,97
male,group A,high school,none,96,39,86
male,group D,high school,completed,29,68,25
male,group C,master's degree,none,20,55,99
male,group B,some college,completed,54,83,94
female,group B,master's degree,completed,10,51,80
male,group B,associate's degree,none,17,42,56
female,group A,high school,none,92,58,67
female,group B,some college,none,60,89,68
female,group A,master's degree,none,85,32,67
female,group C,master's degree,none,61,67,60
male,group C,master's degree,completed,16,37,72
male,group C,master's degree,none,75,14,74
female,group A,high school,completed,31,15,67
male,group C,some college,completed,62,73,16
female,group D,bachelor's degree,completed,48,65,78
male,group C,master's degree,none,53,20,42
female,group A,some high school,none,82,94,87
male,group C,some college,none,38,72,55
female,group D,some high school,none,63,89,58
female,group A,bachelor's degree,completed,67,51,55
female,group A,bachelor's degree,none,12,69,93
male,group A,bachelor's degree,none,25,88,16
female,group B,associate's degree,none,97,62,36
male,group B,some college,none,14,36,100
female,group A,some college,completed,57,13,26
male,group D,associate's degree,none,21,19,29
male,group A,high school,none,52,56,79
male,group A,some high school,completed,85,96,58
male,group C,some high school,completed,73,31,66
male,group C,some high school,completed,18,45,83
female,group A,high school,none,59,79,40
female,group A,associate's degree,completed,73,64,54
female,group C,bachelor's degree,completed,54,97,11
female,group B,master's degree,none,35,79,77
male,group B,associate's degree,none,51,95,78
male,group A,associate's degree,none,60,34,38
female,group D,high school,completed,48,55,26
female,group C,some high school,none,78,10,78
female,group A,bachelor's degree,completed,24,100,89
female,group D,high school,none,32,46,46
female,group B,associate's degree,none,61,80,75
female,group B,associate's degree,completed,14,30,47
male,group B,some high school,none,51,77,76
male,group A,master's degree,none,58,59,73
male,group C,some high school,completed,55,13,51
female,group A,some high school,none,99,53,43
female,group A,master's degree,completed,75,63,55
female,group C,high school,none,64,96,100
female,group B,some college,completed,55,42,12
female,group B,some high school,completed,59,96,63
male,group B,associate's degree,completed,25,45,63
female,group B,associate's degree,none,33,11,99
female,group B,high school,none,90,35,78
male,group C,bachelor's degree,completed,67,10,53
male,group A,master's degree,completed,58,48,81
male,group D,some college,none,20,61,71
male,group C,high school,none,91,20,47
female,group A,associate's degree,completed,20,70,74
male,group D,bachelor's degree,none,95,84,37
female,group D,some high school,none,59,100,63
male,group C,high school,none,70,41,42
female,group A,some college,none,91,12,44
